# Residuals       
# Time            	p                 	Ux                	Uz                	k                 	omega             
1047              	3.1022697747e-06	2.0007307731e-06	6.9384421639e-06	1.2009105172e-06	3.7826483047e-08
1048              	3.0959972134e-06	1.9981813599e-06	6.9097206544e-06	1.1992520064e-06	3.7744495703e-08
1049              	3.0895743721e-06	1.9956385132e-06	6.8812543657e-06	1.1975977231e-06	3.7663064770e-08
1050              	3.0828599361e-06	1.9931018496e-06	6.8530019832e-06	1.1959476935e-06	3.7582040894e-08
1051              	3.0758425220e-06	1.9905714387e-06	6.8249853474e-06	1.1943019606e-06	3.7501403394e-08
1052              	3.0685457194e-06	1.9880475115e-06	6.7971741947e-06	1.1926604950e-06	3.7420972909e-08
1053              	3.0609827475e-06	1.9855301784e-06	6.7695514529e-06	1.1910231628e-06	3.7340679518e-08
1054              	3.0532372775e-06	1.9830193775e-06	6.7420631921e-06	1.1893897495e-06	3.7260565220e-08
1055              	3.0453990652e-06	1.9805143769e-06	6.7147152212e-06	1.1877601895e-06	3.7180579352e-08
1056              	3.0375838225e-06	1.9780147737e-06	6.6875139231e-06	1.1861344592e-06	3.7100757507e-08
1057              	3.0298327340e-06	1.9755209930e-06	6.6604471004e-06	1.1845124849e-06	3.7021020895e-08
1058              	3.0220537110e-06	1.9730325777e-06	6.6335383061e-06	1.1828942363e-06	3.6941438724e-08
1059              	3.0142968619e-06	1.9705496834e-06	6.6068319602e-06	1.1812798308e-06	3.6862021433e-08
1060              	3.0065671804e-06	1.9680724689e-06	6.5802774774e-06	1.1796685577e-06	3.6782604858e-08
1061              	2.9987873352e-06	1.9656011930e-06	6.5538781160e-06	1.1780582213e-06	3.6702779840e-08
1062              	2.9908354267e-06	1.9631357239e-06	6.5276802228e-06	1.1764513809e-06	3.6623315767e-08
1063              	2.9829232735e-06	1.9606771396e-06	6.5016794040e-06	1.1748487198e-06	3.6544261227e-08
1064              	2.9752451064e-06	1.9582250238e-06	6.4759727150e-06	1.1732499525e-06	3.6465430010e-08
1065              	2.9678348331e-06	1.9557779395e-06	6.4504887508e-06	1.1716550009e-06	3.6386949185e-08
1066              	2.9605765873e-06	1.9533356247e-06	6.4251725245e-06	1.1700637454e-06	3.6308752776e-08
1067              	2.9533858621e-06	1.9508981763e-06	6.4000516831e-06	1.1684760281e-06	3.6230723665e-08
1068              	2.9462497413e-06	1.9484657074e-06	6.3751126631e-06	1.1668917256e-06	3.6152958578e-08
1069              	2.9391420023e-06	1.9460382709e-06	6.3503234663e-06	1.1653106470e-06	3.6075326288e-08
1070              	2.9319708819e-06	1.9436162298e-06	6.3257459417e-06	1.1637327035e-06	3.5997832455e-08
1071              	2.9247084072e-06	1.9411994140e-06	6.3014088234e-06	1.1621578532e-06	3.5920482067e-08
1072              	2.9173891318e-06	1.9387879407e-06	6.2773322666e-06	1.1605860297e-06	3.5843267029e-08
1073              	2.9100476031e-06	1.9363817332e-06	6.2535431637e-06	1.1590172119e-06	3.5766189458e-08
1074              	2.9027030691e-06	1.9339808399e-06	6.2300853509e-06	1.1574513876e-06	3.5689251542e-08
1075              	2.8954210645e-06	1.9315850106e-06	6.2069961501e-06	1.1558885929e-06	3.5612457063e-08
1076              	2.8882227389e-06	1.9291945908e-06	6.1842642506e-06	1.1543288544e-06	3.5535804907e-08
1077              	2.8810532936e-06	1.9268093887e-06	6.1618671533e-06	1.1527720954e-06	3.5459295969e-08
1078              	2.8738550656e-06	1.9244294594e-06	6.1396645495e-06	1.1512182827e-06	3.5382931071e-08
1079              	2.8666053761e-06	1.9220547796e-06	6.1176808301e-06	1.1496674448e-06	3.5306712631e-08
1080              	2.8593175646e-06	1.9196849901e-06	6.0959026003e-06	1.1481195964e-06	3.5230645374e-08
1081              	2.8519780024e-06	1.9173203810e-06	6.0743555528e-06	1.1465747872e-06	3.5154876467e-08
1082              	2.8446148807e-06	1.9149612651e-06	6.0530602623e-06	1.1450330021e-06	3.5079258555e-08
1083              	2.8372613185e-06	1.9126074615e-06	6.0319680454e-06	1.1434941225e-06	3.5003784889e-08
1084              	2.8299442141e-06	1.9102593807e-06	6.0111409260e-06	1.1419581524e-06	3.4928458312e-08
1085              	2.8226591720e-06	1.9079169250e-06	5.9905517364e-06	1.1404251618e-06	3.4853275301e-08
1086              	2.8154065215e-06	1.9055799373e-06	5.9702262266e-06	1.1388950899e-06	3.4778242412e-08
1087              	2.8082164969e-06	1.9032483592e-06	5.9501019993e-06	1.1373679423e-06	3.4703367865e-08
1088              	2.8010680375e-06	1.9009219915e-06	5.9301879454e-06	1.1358437222e-06	3.4628651571e-08
1089              	2.7939784444e-06	1.8986008723e-06	5.9105010946e-06	1.1343224357e-06	3.4554076635e-08
1090              	2.7869521907e-06	1.8962845400e-06	5.8911113403e-06	1.1328040813e-06	3.4479649740e-08
1091              	2.7799683233e-06	1.8939730576e-06	5.8720649859e-06	1.1312887184e-06	3.4405521220e-08
1092              	2.7730163203e-06	1.8916663053e-06	5.8533900232e-06	1.1297763466e-06	3.4331582060e-08
1093              	2.7660977981e-06	1.8893642711e-06	5.8350159343e-06	1.1282669365e-06	3.4257785725e-08
1094              	2.7592230359e-06	1.8870672400e-06	5.8169017878e-06	1.1267604873e-06	3.4184125841e-08
1095              	2.7524023373e-06	1.8847749875e-06	5.7990784651e-06	1.1252569862e-06	3.4110545813e-08
1096              	2.7456396312e-06	1.8824873204e-06	5.7816138970e-06	1.1237575595e-06	3.4035166698e-08
1097              	2.7389644250e-06	1.8802037994e-06	5.7644729017e-06	1.1222627117e-06	3.3960704384e-08
1098              	2.7323357534e-06	1.8779253061e-06	5.7475687209e-06	1.1207714725e-06	3.3887148510e-08
1099              	2.7257017734e-06	1.8756515083e-06	5.7308577712e-06	1.1192830801e-06	3.3814287593e-08
1100              	2.7189984127e-06	1.8733821332e-06	5.7143187737e-06	1.1177971857e-06	3.3741704432e-08
1101              	2.7121136523e-06	1.8711170250e-06	5.6978726877e-06	1.1163137081e-06	3.3669294349e-08
1102              	2.7052803304e-06	1.8688562376e-06	5.6814918711e-06	1.1148326541e-06	3.3597060622e-08
1103              	2.6985164514e-06	1.8665998368e-06	5.6652009012e-06	1.1133540926e-06	3.3524952013e-08
1104              	2.6918127344e-06	1.8643482715e-06	5.6490380209e-06	1.1118781389e-06	3.3452978863e-08
1105              	2.6851677603e-06	1.8621014401e-06	5.6330251323e-06	1.1104048250e-06	3.3381392264e-08
1106              	2.6786048455e-06	1.8598593619e-06	5.6171596950e-06	1.1089342051e-06	3.3309930406e-08
1107              	2.6720975882e-06	1.8576219159e-06	5.6014447541e-06	1.1074663051e-06	3.3238602550e-08
1108              	2.6655404760e-06	1.8553893204e-06	5.5858722083e-06	1.1060011553e-06	3.3167418604e-08
1109              	2.6589125902e-06	1.8531614297e-06	5.5704069913e-06	1.1045387792e-06	3.3096629628e-08
1110              	2.6522930499e-06	1.8509385744e-06	5.5550320827e-06	1.1030791937e-06	3.3026075930e-08
1111              	2.6456812899e-06	1.8487204253e-06	5.5397458516e-06	1.1016224095e-06	3.2955682271e-08
1112              	2.6390831083e-06	1.8465068857e-06	5.5245619545e-06	1.1001684326e-06	3.2885776526e-08
1113              	2.6325419278e-06	1.8442978151e-06	5.5094505036e-06	1.0987172651e-06	3.2816113690e-08
1114              	2.6258776399e-06	1.8420932858e-06	5.4944309423e-06	1.0972689062e-06	3.2747096650e-08
1115              	2.6187196955e-06	1.8398932194e-06	5.4795156115e-06	1.0958233531e-06	3.2678646633e-08
1116              	2.6120683921e-06	1.8376976352e-06	5.4647703217e-06	1.0943806015e-06	3.2610319861e-08
1117              	2.6057397597e-06	1.8355066528e-06	5.4501328822e-06	1.0929406463e-06	3.2542109216e-08
1118              	2.5991881462e-06	1.8333202348e-06	5.4355959328e-06	1.0915034829e-06	3.2474014701e-08
1119              	2.5926600737e-06	1.8311382039e-06	5.4211528752e-06	1.0900691060e-06	3.2406036193e-08
1120              	2.5863496573e-06	1.8289608439e-06	5.4068139549e-06	1.0886376576e-06	3.2338022783e-08
1121              	2.5801020552e-06	1.8267880567e-06	5.3925603370e-06	1.0872102131e-06	3.2269137253e-08
1122              	2.5738674440e-06	1.8246204017e-06	5.3784004790e-06	1.0857871628e-06	3.2200608261e-08
1123              	2.5676828624e-06	1.8224569936e-06	5.3643474754e-06	1.0843676234e-06	3.2132513660e-08
1124              	2.5615249657e-06	1.8202977071e-06	5.3504250584e-06	1.0829509446e-06	3.2064773863e-08
1125              	2.5553039088e-06	1.8181421666e-06	5.3366121851e-06	1.0815367544e-06	3.1997308102e-08
1126              	2.5491007968e-06	1.8159908924e-06	5.3228844648e-06	1.0801248657e-06	3.1930054692e-08
1127              	2.5427960552e-06	1.8138439289e-06	5.3092267189e-06	1.0787152284e-06	3.1862972785e-08
1128              	2.5364564611e-06	1.8117013450e-06	5.2956136927e-06	1.0773078611e-06	3.1796053291e-08
1129              	2.5301930379e-06	1.8095631544e-06	5.2820641770e-06	1.0759028120e-06	3.1729301577e-08
1130              	2.5240674877e-06	1.8074290828e-06	5.2685928120e-06	1.0745001955e-06	3.1662625930e-08
1131              	2.5180018583e-06	1.8052987593e-06	5.2552015737e-06	1.0731006900e-06	3.1595480215e-08
1132              	2.5120163463e-06	1.8031725046e-06	5.2418901494e-06	1.0717044837e-06	3.1528802816e-08
1133              	2.5060605037e-06	1.8010503700e-06	5.2286496187e-06	1.0703111207e-06	3.1462496481e-08
1134              	2.5000547470e-06	1.7989325554e-06	5.2154858758e-06	1.0689203518e-06	3.1396377652e-08
1135              	2.4940837950e-06	1.7968193167e-06	5.2023946471e-06	1.0675321063e-06	3.1330410091e-08
1136              	2.4881183139e-06	1.7947109004e-06	5.1893728675e-06	1.0661465109e-06	3.1264583018e-08
1137              	2.4820726637e-06	1.7926069851e-06	5.1764136891e-06	1.0647634110e-06	3.1198885894e-08
1138              	2.4759604595e-06	1.7905071614e-06	5.1635341441e-06	1.0633827971e-06	3.1133364294e-08
1139              	2.4698523198e-06	1.7884115171e-06	5.1507451376e-06	1.0620046589e-06	3.1067965231e-08
1140              	2.4638082272e-06	1.7863201160e-06	5.1380247441e-06	1.0606289937e-06	3.1002683327e-08
1141              	2.4578659827e-06	1.7842333129e-06	5.1254078854e-06	1.0592558566e-06	3.0937525371e-08
1142              	2.4519831847e-06	1.7821507166e-06	5.1129295648e-06	1.0578851936e-06	3.0872519971e-08
1143              	2.4461459864e-06	1.7800721831e-06	5.1005433646e-06	1.0565170181e-06	3.0807671702e-08
1144              	2.4404029282e-06	1.7779975268e-06	5.0880658680e-06	1.0551513339e-06	3.0742942552e-08
1145              	2.4348443236e-06	1.7759266512e-06	5.0756687619e-06	1.0537881557e-06	3.0678328622e-08
1146              	2.4293446906e-06	1.7738597201e-06	5.0633651240e-06	1.0524274778e-06	3.0613830643e-08
1147              	2.4237811175e-06	1.7717968321e-06	5.0511475039e-06	1.0510693117e-06	3.0549447629e-08
1148              	2.4182078988e-06	1.7697377830e-06	5.0389814139e-06	1.0497136504e-06	3.0485163836e-08
1149              	2.4125257142e-06	1.7676825760e-06	5.0268848960e-06	1.0483605910e-06	3.0421024463e-08
1150              	2.4067613525e-06	1.7656314278e-06	5.0148721073e-06	1.0470101856e-06	3.0357068489e-08
1151              	2.4008003728e-06	1.7635843682e-06	5.0027723329e-06	1.0456624004e-06	3.0293268159e-08
1152              	2.3948502866e-06	1.7615414056e-06	4.9908607391e-06	1.0443171892e-06	3.0229597099e-08
1153              	2.3888167415e-06	1.7595022784e-06	4.9788839020e-06	1.0429744807e-06	3.0166078495e-08
1154              	2.3828447641e-06	1.7574670880e-06	4.9670870603e-06	1.0416342182e-06	3.0102637355e-08
1155              	2.3770097224e-06	1.7554358834e-06	4.9553333767e-06	1.0402963610e-06	3.0039268057e-08
1156              	2.3712844740e-06	1.7534088191e-06	4.9436110706e-06	1.0389609341e-06	2.9975990962e-08
1157              	2.3656291345e-06	1.7513857030e-06	4.9319777847e-06	1.0376279662e-06	2.9912809452e-08
1158              	2.3600175891e-06	1.7493665564e-06	4.9204046305e-06	1.0362974736e-06	2.9849736981e-08
1159              	2.3543672485e-06	1.7473513218e-06	4.9088612586e-06	1.0349694466e-06	2.9786771554e-08
1160              	2.3486984654e-06	1.7453398756e-06	4.8973493770e-06	1.0336438699e-06	2.9723886259e-08
1161              	2.3426818887e-06	1.7433324832e-06	4.8858886675e-06	1.0323206252e-06	2.9661058576e-08
1162              	2.3365255680e-06	1.7413290490e-06	4.8744722124e-06	1.0309994634e-06	2.9598251879e-08
1163              	2.3307321477e-06	1.7393295723e-06	4.8630784933e-06	1.0296800482e-06	2.9535382634e-08
1164              	2.3252629820e-06	1.7373338766e-06	4.8516959603e-06	1.0283622459e-06	2.9472388291e-08
1165              	2.3199158637e-06	1.7353421961e-06	4.8403485433e-06	1.0270461832e-06	2.9409316389e-08
1166              	2.3146139766e-06	1.7333546226e-06	4.8291043373e-06	1.0257321341e-06	2.9346494277e-08
1167              	2.3092696811e-06	1.7313709636e-06	4.8179746828e-06	1.0244205235e-06	2.9284079429e-08
1168              	2.3038979258e-06	1.7293904850e-06	4.8069049500e-06	1.0231117539e-06	2.9222200177e-08
1169              	2.2984741534e-06	1.7274129337e-06	4.7958335111e-06	1.0218060937e-06	2.9160940182e-08
1170              	2.2931147306e-06	1.7254386550e-06	4.7847707436e-06	1.0205036204e-06	2.9100147024e-08
1171              	2.2877744035e-06	1.7234675748e-06	4.7737437378e-06	1.0192042850e-06	2.9039780897e-08
1172              	2.2824148547e-06	1.7214998561e-06	4.7627786314e-06	1.0179079766e-06	2.8979787679e-08
1173              	2.2771144322e-06	1.7195358029e-06	4.7518786146e-06	1.0166146129e-06	2.8919943717e-08
1174              	2.2719008742e-06	1.7175755150e-06	4.7410317771e-06	1.0153244063e-06	2.8859131257e-08
1175              	2.2667069619e-06	1.7156187555e-06	4.7302403289e-06	1.0140375849e-06	2.8797794691e-08
1176              	2.2614631726e-06	1.7136656723e-06	4.7195034212e-06	1.0127536359e-06	2.8737763159e-08
1177              	2.2563201647e-06	1.7117163772e-06	4.7088333781e-06	1.0114719601e-06	2.8678038111e-08
1178              	2.2512840234e-06	1.7097706250e-06	4.6982203527e-06	1.0101923803e-06	2.8618336872e-08
1179              	2.2462829428e-06	1.7078282546e-06	4.6876414654e-06	1.0089148776e-06	2.8558599703e-08
1180              	2.2414586713e-06	1.7058895155e-06	4.6770859514e-06	1.0076394849e-06	2.8498834339e-08
1181              	2.2366701641e-06	1.7039543722e-06	4.6665611912e-06	1.0063662389e-06	2.8439069293e-08
1182              	2.2319064627e-06	1.7020228316e-06	4.6560689784e-06	1.0050951226e-06	2.8379335772e-08
1183              	2.2272275779e-06	1.7000947307e-06	4.6456198548e-06	1.0038261784e-06	2.8319661521e-08
1184              	2.2226145377e-06	1.6981705556e-06	4.6352568278e-06	1.0025594098e-06	2.8260068899e-08
1185              	2.2179345619e-06	1.6962497486e-06	4.6249039234e-06	1.0012948355e-06	2.8200574487e-08
1186              	2.2130762790e-06	1.6943323872e-06	4.6145957153e-06	1.0000324476e-06	2.8141189469e-08
1187              	2.2083391377e-06	1.6924184366e-06	4.6043459383e-06	9.9877224286e-07	2.8081950436e-08
1188              	2.2033985068e-06	1.6905081018e-06	4.5941558952e-06	9.9751422691e-07	2.8022891154e-08
1189              	2.1984706547e-06	1.6886010879e-06	4.5840208628e-06	9.9625840538e-07	2.7963951189e-08
1190              	2.1936495103e-06	1.6866975128e-06	4.5739313406e-06	9.9500478523e-07	2.7905127414e-08
1191              	2.1886859175e-06	1.6847974562e-06	4.5638778254e-06	9.9375337477e-07	2.7846418336e-08
1192              	2.1835479363e-06	1.6829007052e-06	4.5538643418e-06	9.9250418291e-07	2.7787822637e-08
1193              	2.1786321861e-06	1.6810072654e-06	4.5438935893e-06	9.9125721811e-07	2.7729344530e-08
1194              	2.1736836339e-06	1.6791170813e-06	4.5339679409e-06	9.9001248749e-07	2.7670978871e-08
1195              	2.1687265053e-06	1.6772303383e-06	4.5240849384e-06	9.8876999627e-07	2.7612723582e-08
1196              	2.1637958283e-06	1.6753470730e-06	4.5142372353e-06	9.8752974822e-07	2.7554582514e-08
1197              	2.1590022435e-06	1.6734670839e-06	4.5044350925e-06	9.8629174558e-07	2.7496553120e-08
1198              	2.1539339109e-06	1.6715903605e-06	4.4946708847e-06	9.8505598983e-07	2.7438630362e-08
1199              	2.1489496454e-06	1.6697169488e-06	4.4849508280e-06	9.8382252717e-07	2.7380814019e-08
1200              	2.1440247393e-06	1.6678467540e-06	4.4752648534e-06	9.8259133986e-07	2.7323104128e-08
1201              	2.1391198998e-06	1.6659798190e-06	4.4656119241e-06	9.8136239975e-07	2.7265498570e-08
1202              	2.1340501597e-06	1.6641162658e-06	4.4559981573e-06	9.8013576582e-07	2.7207996918e-08
1203              	2.1296696947e-06	1.6622560116e-06	4.4464141909e-06	9.7891139656e-07	2.7150635720e-08
1204              	2.1251732940e-06	1.6603992817e-06	4.4368658302e-06	9.7768927201e-07	2.7093437279e-08
1205              	2.1206877936e-06	1.6585459285e-06	4.4273552618e-06	9.7646938712e-07	2.7036415479e-08
1206              	2.1162332195e-06	1.6566957383e-06	4.4178856937e-06	9.7525173728e-07	2.6979494651e-08
1207              	2.1117571106e-06	1.6548488398e-06	4.4084578546e-06	9.7403631768e-07	2.6922674363e-08
1208              	2.1070425425e-06	1.6530051820e-06	4.3990636757e-06	9.7282312605e-07	2.6865954288e-08
1209              	2.1022825063e-06	1.6511646104e-06	4.3896986451e-06	9.7161215094e-07	2.6809334089e-08
1210              	2.0974363930e-06	1.6493271745e-06	4.3803754855e-06	9.7040339480e-07	2.6752813794e-08
1211              	2.0926103668e-06	1.6474929118e-06	4.3710878036e-06	9.6919685536e-07	2.6696405255e-08
1212              	2.0878579922e-06	1.6456616838e-06	4.3618361317e-06	9.6799251710e-07	2.6640115295e-08
1213              	2.0831448380e-06	1.6438336443e-06	4.3526170079e-06	9.6679037613e-07	2.6583930662e-08
1214              	2.0786103638e-06	1.6420088011e-06	4.3434326553e-06	9.6559043079e-07	2.6527864505e-08
1215              	2.0741452956e-06	1.6401869614e-06	4.3342826522e-06	9.6439268906e-07	2.6471899283e-08
1216              	2.0696263678e-06	1.6383681456e-06	4.3251641093e-06	9.6319718223e-07	2.6416033730e-08
1217              	2.0650371082e-06	1.6365525166e-06	4.3160788402e-06	9.6200389949e-07	2.6360297983e-08
1218              	2.0603816724e-06	1.6347398658e-06	4.3070319143e-06	9.6081280829e-07	2.6304787982e-08
1219              	2.0556824267e-06	1.6329301818e-06	4.2980222201e-06	9.5962389240e-07	2.6249379297e-08
1220              	2.0509360747e-06	1.6311236406e-06	4.2890441410e-06	9.5843713709e-07	2.6194068454e-08
1221              	2.0462617280e-06	1.6293201160e-06	4.2800961283e-06	9.5725256438e-07	2.6138863532e-08
1222              	2.0416200045e-06	1.6275197064e-06	4.2711815274e-06	9.5607021524e-07	2.6083771206e-08
1223              	2.0370579678e-06	1.6257225430e-06	4.2622963082e-06	9.5489003808e-07	2.6028786501e-08
1224              	2.0325598588e-06	1.6239284410e-06	4.2534382019e-06	9.5371202875e-07	2.5973899528e-08
1225              	2.0281418109e-06	1.6221372338e-06	4.2446083198e-06	9.5253617556e-07	2.5919099772e-08
1226              	2.0237953774e-06	1.6203490311e-06	4.2358110555e-06	9.5136247062e-07	2.5864388459e-08
1227              	2.0194167952e-06	1.6185637055e-06	4.2270530653e-06	9.5019089637e-07	2.5809767033e-08
1228              	2.0150207303e-06	1.6167813354e-06	4.2183295253e-06	9.4902143786e-07	2.5755379127e-08
1229              	2.0105922039e-06	1.6150020268e-06	4.2096376482e-06	9.4785409108e-07	2.5701125159e-08
1230              	2.0056862158e-06	1.6132256356e-06	4.2008657667e-06	9.4668883626e-07	2.5646967516e-08
1231              	2.0008116838e-06	1.6114523759e-06	4.1922651596e-06	9.4552566298e-07	2.5592907076e-08
1232              	1.9960161637e-06	1.6096820404e-06	4.1837160766e-06	9.4436456913e-07	2.5538944687e-08
1233              	1.9913418306e-06	1.6079146143e-06	4.1751389005e-06	9.4320554560e-07	2.5485083555e-08
1234              	1.9863749062e-06	1.6061501038e-06	4.1665430852e-06	9.4204857750e-07	2.5431326325e-08
1235              	1.9815745586e-06	1.6043885302e-06	4.1580684329e-06	9.4089365819e-07	2.5377665523e-08
1236              	1.9768933093e-06	1.6026299380e-06	4.1496319296e-06	9.3974078261e-07	2.5324276221e-08
1237              	1.9724863569e-06	1.6008742663e-06	4.1412157335e-06	9.3858994613e-07	2.5270992525e-08
1238              	1.9681834082e-06	1.5991212696e-06	4.1328324170e-06	9.3744114454e-07	2.5217804974e-08
1239              	1.9637909242e-06	1.5973709674e-06	4.1244611529e-06	9.3629438239e-07	2.5164712923e-08
1240              	1.9591801547e-06	1.5956233608e-06	4.1161064387e-06	9.3514967159e-07	2.5111716334e-08
1241              	1.9548070039e-06	1.5938787330e-06	4.1078294606e-06	9.3400702137e-07	2.5058820155e-08
1242              	1.9504902201e-06	1.5921369266e-06	4.0995620689e-06	9.3286640373e-07	2.5006234444e-08
1243              	1.9462170212e-06	1.5903979908e-06	4.0913515748e-06	9.3172780549e-07	2.4953743246e-08
1244              	1.9419963895e-06	1.5886618221e-06	4.0831760511e-06	9.3059122376e-07	2.4901346807e-08
1245              	1.9379462114e-06	1.5869284553e-06	4.0750452768e-06	9.2945665553e-07	2.4849045142e-08
1246              	1.9340261648e-06	1.5851978727e-06	4.0669526102e-06	9.2832410054e-07	2.4797024489e-08
1247              	1.9301102419e-06	1.5834699479e-06	4.0588862924e-06	9.2719360170e-07	2.4745181748e-08
1248              	1.9261552883e-06	1.5817449160e-06	4.0508403573e-06	9.2606511926e-07	2.4693450854e-08
1249              	1.9221249511e-06	1.5800227126e-06	4.0428158227e-06	9.2493863480e-07	2.4642049405e-08
1250              	1.9180029347e-06	1.5783033350e-06	4.0348218320e-06	9.2381414381e-07	2.4590864079e-08
1251              	1.9138389050e-06	1.5765865686e-06	4.0268606135e-06	9.2269165790e-07	2.4540162311e-08
1252              	1.9096843593e-06	1.5748723936e-06	4.0189321852e-06	9.2157116156e-07	2.4489946258e-08
1253              	1.9055353975e-06	1.5731611068e-06	4.0110167053e-06	9.2045264388e-07	2.4439815502e-08
1254              	1.9013959440e-06	1.5714526963e-06	4.0031236930e-06	9.1933612315e-07	2.4389783047e-08
1255              	1.8972866980e-06	1.5697471837e-06	3.9952650117e-06	9.1822165649e-07	2.4339863044e-08
1256              	1.8931805609e-06	1.5680444191e-06	3.9874584483e-06	9.1710931161e-07	2.4290066065e-08
1257              	1.8890350263e-06	1.5663443887e-06	3.9796905100e-06	9.1599898693e-07	2.4240338516e-08
1258              	1.8848575442e-06	1.5646472469e-06	3.9719272828e-06	9.1489058166e-07	2.4190701004e-08
1259              	1.8806561940e-06	1.5629528673e-06	3.9641635675e-06	9.1378405055e-07	2.4141125573e-08
1260              	1.8764497299e-06	1.5612611842e-06	3.9564147411e-06	9.1267936559e-07	2.4091575958e-08
1261              	1.8722446939e-06	1.5595720622e-06	3.9486886362e-06	9.1157653337e-07	2.4042080764e-08
1262              	1.8680386350e-06	1.5578857565e-06	3.9409834241e-06	9.1047556802e-07	2.3992690340e-08
1263              	1.8638636268e-06	1.5562023956e-06	3.9332990618e-06	9.0937649022e-07	2.3943394065e-08
1264              	1.8597268774e-06	1.5545216230e-06	3.9256376168e-06	9.0827932134e-07	2.3894192237e-08
1265              	1.8556182665e-06	1.5528435156e-06	3.9180058496e-06	9.0718405937e-07	2.3845084766e-08
1266              	1.8515314102e-06	1.5511681292e-06	3.9103988752e-06	9.0609070732e-07	2.3796079197e-08
1267              	1.8474550840e-06	1.5494958213e-06	3.9028182754e-06	9.0499926220e-07	2.3747175153e-08
1268              	1.8433906808e-06	1.5478260797e-06	3.8952560315e-06	9.0390973284e-07	2.3698379960e-08
1269              	1.8391886758e-06	1.5461589359e-06	3.8876976169e-06	9.0282212030e-07	2.3649684998e-08
1270              	1.8351315921e-06	1.5444942989e-06	3.8801637907e-06	9.0173640412e-07	2.3601095723e-08
1271              	1.8311357769e-06	1.5428322214e-06	3.8726537778e-06	9.0065258286e-07	2.3552620705e-08
1272              	1.8271731461e-06	1.5411726553e-06	3.8651597584e-06	8.9957065437e-07	2.3504274072e-08
1273              	1.8232369633e-06	1.5395158923e-06	3.8576796768e-06	8.9849061360e-07	2.3456058798e-08
1274              	1.8193082258e-06	1.5378618812e-06	3.8502172459e-06	8.9741245988e-07	2.3407929735e-08
1275              	1.8154871738e-06	1.5362106537e-06	3.8427737749e-06	8.9633573048e-07	2.3358165651e-08
1276              	1.8110162401e-06	1.5345555298e-06	3.8353447573e-06	8.9526080086e-07	2.3304133701e-08
1277              	1.8055444714e-06	1.5328977851e-06	3.8279569714e-06	8.9418470529e-07	2.3245759378e-08
1278              	1.8005197091e-06	1.5312530300e-06	3.8206359441e-06	8.9310507439e-07	2.3187752735e-08
1279              	1.7958826200e-06	1.5296102833e-06	3.8133281492e-06	8.9202448381e-07	2.3134069885e-08
1280              	1.7914588278e-06	1.5279707389e-06	3.8060491687e-06	8.9094695516e-07	2.3084381092e-08
1281              	1.7873037468e-06	1.5263347298e-06	3.7988151865e-06	8.8987518531e-07	2.3037020221e-08
1282              	1.7832887082e-06	1.5247016175e-06	3.7915919304e-06	8.8880964720e-07	2.2990745686e-08
1283              	1.7792223765e-06	1.5230708695e-06	3.7843308419e-06	8.8774926199e-07	2.2944802798e-08
1284              	1.7750815339e-06	1.5214421278e-06	3.7770252547e-06	8.8669305016e-07	2.2898182136e-08
1285              	1.7709282794e-06	1.5198155826e-06	3.7697084343e-06	8.8564032326e-07	2.2851065364e-08
1286              	1.7668280684e-06	1.5181914389e-06	3.7624242353e-06	8.8459002270e-07	2.2804029884e-08
1287              	1.7627607038e-06	1.5165695788e-06	3.7552052913e-06	8.8354132215e-07	2.2756997111e-08
1288              	1.7586509616e-06	1.5149500345e-06	3.7480472529e-06	8.8249398055e-07	2.2709945975e-08
1289              	1.7545999301e-06	1.5133329892e-06	3.7409437581e-06	8.8144801362e-07	2.2662960663e-08
1290              	1.7506591752e-06	1.5117187541e-06	3.7338731484e-06	8.8040343567e-07	2.2616028545e-08
1291              	1.7467987277e-06	1.5101071999e-06	3.7268116033e-06	8.7936027658e-07	2.2569214319e-08
1292              	1.7429970664e-06	1.5084982445e-06	3.7197652208e-06	8.7831855571e-07	2.2522573075e-08
1293              	1.7392485242e-06	1.5068916787e-06	3.7127370195e-06	8.7727829772e-07	2.2476030167e-08
1294              	1.7355501794e-06	1.5052875216e-06	3.7057324305e-06	8.7623953052e-07	2.2429566142e-08
1295              	1.7318909175e-06	1.5036858094e-06	3.6987560377e-06	8.7520229263e-07	2.2383181659e-08
1296              	1.7282478580e-06	1.5020866211e-06	3.6918013790e-06	8.7416660073e-07	2.2336881956e-08
1297              	1.7246208753e-06	1.5004897948e-06	3.6848708448e-06	8.7313249198e-07	2.2290675517e-08
1298              	1.7209631481e-06	1.4988952506e-06	3.6779601672e-06	8.7210000959e-07	2.2244578945e-08
1299              	1.7170771579e-06	1.4973030112e-06	3.6710812467e-06	8.7106916636e-07	2.2198632758e-08
1300              	1.7131972912e-06	1.4957130259e-06	3.6642553721e-06	8.7003997596e-07	2.2152808928e-08
1301              	1.7093393282e-06	1.4941251807e-06	3.6574846975e-06	8.6901243927e-07	2.2107102348e-08
1302              	1.7056510000e-06	1.4925396297e-06	3.6507409740e-06	8.6798657416e-07	2.2061513190e-08
1303              	1.7021627236e-06	1.4909564259e-06	3.6440057475e-06	8.6696233554e-07	2.2016037710e-08
1304              	1.6987103090e-06	1.4893756141e-06	3.6372803427e-06	8.6593971326e-07	2.1970667854e-08
